code,name,hex
90RR 27/440,Sonrisa Jamaiquina,#ea6261
88RR 18/464,Mousse de Granada,#cc3643
80RR 12/430,Carmesí Intenso,#b12238
93RR 70/157,Rosa Casa de Muñecas,#ffcbb0
91RR 51/304,Revelación Rosada,#ffa28e
95RR 36/390,Princesa Sensacional,#f67c70
94RR 28/490,Rosado Embriagador,#f05c58
00YR 18/531,Hibiscus Cálido,#d6333b
07YR 10/489,Encanto,#af1620
03YR 08/318,Rubor Intenso,#891d1c
18YR 83/042,Sensación Japonesa,#ffe5c6
90RR 62/124,Rosa Nevada,#fac1a9
90RR 58/177,Terciopelo Rosa,#ffb69f
90RR 41/258,Deseos del Corazón,#ed9181
90RR 20/296,Rojo Mentira,#bc5e56
00YR 08/409,Orquídea Rubí,#911620
95RR 07/271,Rojo Tierra,#782226
90RR 76/062,Rosa Brumoso,#ffdabc
90RR 55/138,Lazo de Amor,#efb59d
99RR 42/216,Elementos Rústicos,#e89985
90RR 28/245,Rosa Renacentista,#c8766b
90RR 16/298,Compota de Guayaba,#ac504c
90RR 11/257,Rojo Tribal,#8f423b
09YR 05/305,Vino Clásico,#742928
18YR 78/079,Jardín de Fulgores,#ffdabb
09YR 61/117,Helado Suave,#f7c2a5
10YR 41/223,Flores Marchitas,#e6977e
04YR 27/258,Romance Rústico,#ca7565
04YR 18/324,Cereza Masticable,#b9564a
05YR 13/387,Baño Oriental,#b03a35
14YR 10/434,Pitanga Madura,#a1251d
30YR 83/040,Rosa Sospecha,#ffe6c5
10YR 67/111,Rosa Ballet,#ffcbac
10YR 38/318,Playa de Coral,#f38b72
10YR 21/436,Té Danzante,#d25445
10YR 15/500,Día Feliz,#c83731
06YR 12/509,Rubí Estridente,#bc0d20
01YR 09/386,Sensación Española,#9a1820
50YR 78/064,Exótica Sensación,#ffdebd
10YR 67/100,Cuero Rosado,#fbc9ab
02YR 45/229,Rubor de Peonia,#eda087
10YR 27/323,Rosa Madera,#d2705c
00YR 17/365,Revolución Rosa,#bc4a43
10YR 09/250,Rojo Colonia,#82382d
11YR 07/229,Borgoña,#763227
31YR 84/056,Rubor Neutro,#ffe5c4
21YR 73/125,Belleza,#ffd2b1
22YR 50/316,Bahía de Coral,#ff9e7e
07YR 21/415,Arrecife de Coral,#d05448
99RR 12/469,Sensación China,#b71928
02YR 09/373,Pájaro de Fuego,#961820
05YR 08/272,Marrón Intenso,#7a231f
28YR 67/165,Rosa Inspirador,#ffc8a6
06YR 52/291,Durazno Calmo,#ffa68b
04YR 38/398,Florecer Osado,#fd836d
00YR 26/490,Tañido Cítrico,#ef5b53
02YR 20/536,Pasión Coral,#dc383d
05YR 15/555,Hibisco Tierno,#cc2934
00YR 15/510,Cereza,#c72735
30YR 83/029,Rosa Penélope,#ffe6c5
40YR 75/107,Talco Rosado,#ffd7b3
18YR 54/304,Tinte de Flamenco,#ffaa88
26YR 30/511,Coral Oriental,#f66a4e
16YR 16/594,Torero,#d82e29
19YR 14/629,Amor,#d21e1f
16YR 13/558,Rojo Semáforo,#c4030e
43YR 75/089,Ballerinas,#ffd9b5
25YR 71/129,Pink à la mode,#ffd1ae
30YR 53/188,Inspiración Poética,#f7b28f
30YR 38/337,Rosa Durazno,#f18c69
30YR 25/463,Tulipán Africano,#dd6344
29YR 19/621,Shangai,#df4429
17YR 13/463,Teatro de Títeres,#b12e23
30YR 83/023,Luna Creciente,#ffe4c4
30YR 68/127,Rosa Vino,#ffc9a6
30YR 43/295,Rosa Adobe,#f49777
28YR 25/461,Sabor a Tango,#df6143
22YR 18/488,Rojo Routelle,#ca432e
21YR 13/383,Caoba Imponente,#a63b27
23YR 10/308,Delicia de Café,#873827
50YR 83/035,Esencia de Rosa,#ffe5c5
30YR 67/113,Guayaba Suave,#fccaa9
38YR 40/290,Sahara Soleado,#eb946e
29YR 27/355,Abundante Rubor,#d86e52
26YR 18/404,Vasija de Terracota,#c34f37
30YR 14/365,Rojo Henna,#a64c32
23YR 08/237,Marrón Quemado,#763827
50YR 76/087,Crema de Papaya,#ffd6b2
46YR 69/173,Durazno Pasión,#ffcea4
31YR 50/290,Reflejo de Salmón,#ffa580
18YR 36/386,Pizca de Durazno,#f48063
30YR 18/596,Sensación Cereza,#d73818
19YR 13/558,Lápiz Labial Rojo,#c42721
30YR 07/354,Rojo Libertad,#863625
51YR 83/054,Licor de Pitanga,#ffe2be
50YR 75/111,Champagne Rosado,#ffd6b1
49YR 59/226,Sensación Siena,#ffbb90
32YR 38/392,Melodía de la Tierra,#fa8664
30YR 21/505,Rojo Insignia,#d95839
30YR 13/471,Rojo Vesubio,#b0391f
30YR 10/314,Chocolate y Pimienta,#8a3c27
60YR 83/060,Rosa Alabastro,#ffe0bb
60YR 70/151,Luz de la Alborada,#ffcca2
61YR 60/282,Durazno Batido,#ffb983
42YR 43/439,Coral Naranja,#ff9363
28YR 29/561,Jazz de Bongo,#f56342
30YR 20/595,Rojo Cardenal,#e3472e
30YR 15/550,Rojo Pekín,#c73d25
74YR 71/141,Durazno Rosado,#ffd3a7
61YR 61/229,Salmón Sensacional,#ffbd8f
58YR 49/379,Jugo de Durazno,#ffa26b
50YR 32/460,Cinabrio,#ef7847
40YR 28/563,Atardecer Caribeño,#f16435
34YR 23/583,Naranja en Llamas,#e55126
38YR 17/442,Horno Ardiente,#c0492b
50YR 83/040,Rosa Azúcar,#ffe4c1
50YR 66/091,Rosa Pueblo,#f6caa7
40YR 53/149,Jarrón de Cerámica,#ebb391
50YR 36/263,Sombra de Cedro,#dd8e66
50YR 21/318,Vasija de Arcilla,#b96b45
50YR 15/377,Rojo Alfarero,#a4522e
39YR 11/342,Especia Fuerte,#8f4224
45YR 83/076,Lisonja,#ffe1bd
50YR 68/114,Rosa Poción,#fecba7
50YR 55/201,Flor de Loto,#f9b38b
50YR 44/287,Mañana del Desierto,#ee9971
50YR 23/365,Ambar Terroso,#c6693f
30YR 12/292,Verano Siciliano,#944b33
30YR 08/236,Sequoia Antigua,#793d2b
67YR 77/081,Toallas Mullidas,#ffdbb5
70YR 68/118,Dulce Rubor,#fccca4
70YR 56/190,Calor del Desierto,#f4b58a
60YR 40/297,Otoño Cálido,#ea9565
60YR 31/368,Tierra del Fuego,#dd804f
60YR 24/439,Naranja Pekín,#ce6a33
60YR 16/464,Herrumbre,#bd5621
90YR 84/076,Talco de Bebé,#ffe6bd
78YR 74/155,Durazno Intenso,#ffd7a8
63YR 50/340,Durazno Etéreo,#ffa770
60YR 40/423,Salmón Suave,#f98f56
48YR 26/519,Caminatas Otoñales,#e46430
53YR 17/504,Cobre Anaranjado,#c05425
50YR 09/244,Ladrillo Rojo,#784026
60YR 75/075,Rosa Bata,#ffd8b3
59YR 70/153,Juegos de Bebés,#ffcfa6
60YR 55/271,Ritual Rosado,#ffb281
55YR 36/590,Mandarín Exótico,#ff7c38
49YR 27/627,Sol Ardiente,#f25f1b
52YR 21/567,Ralladura de Naranja,#da520e
50YR 12/406,Ardor,#a34927
82YR 81/106,Caracola del Mar,#ffe0b6
83YR 62/211,Durazno Notorio,#ffc490
83YR 54/381,Durazno Delicioso,#ffb16a
78YR 39/593,Naranja del Desierto,#ff8b35
65YR 35/659,Duelo Tanguero,#ff7813
68YR 28/701,Naranja Fiesta,#f86e0c
63YR 26/584,Llama del Atardecer,#e56519
90YR 83/070,Campos de Algodón,#ffe3bb
81YR 67/247,Durazno Especial,#ffca90
73YR 61/343,Papaya Sabrosa,#ffbc79
68YR 50/429,Durazno Vital,#ffa360
69YR 39/474,Mandarina Deliciosa,#f98b45
70YR 19/557,Tierra Egipcia,#cf6021
52YR 18/350,Marrón Ardilla,#b25d34
99YR 85/075,Adorable Durazno,#ffe5bd
90YR 77/115,Yogur Durazno,#ffdcb0
80YR 57/179,Coral Real,#f1bb8e
70YR 45/261,Melón Perfumado,#eaa372
66YR 33/286,Moca Suave,#cf8859
54YR 22/344,Teja Continental,#bd653b
45YR 11/240,Pimienta Ardiente,#824327
50YR 83/020,Brillo Suave,#ffe6c5
03YY 82/067,Tonos de Arcilla,#ffe4bd
90YR 64/166,Diosa del Durazno,#fbc898
80YR 46/243,Muffin,#e3a574
70YR 27/404,Extremo Sur,#d1793d
62Yr 18/397,Caramelo Picante,#b55a29
64YR 14/300,Bosque en Llamas,#99542b
99YR 83/059,Susurro de Ángeles,#ffe5bb
90YR 72/159,Arena de Bali,#ffd2a1
80YR 65/185,Bronce Antílope,#ffc795
80YR 55/266,Pera Silvestre,#fdb57f
80YR 35/383,Camino de Arces,#de8e4d
80YR 19/378,Licor de Chocolate,#ae662e
77YR 14/306,Bruma de Expresso,#925523
80YR 76/086,Bizcocho de Castaña,#ffdbb3
86YR 70/136,Durazno Matinal,#ffd2a4
90YR 55/266,Amarillo Dulce,#f6b67c
82YR 38/316,Polvo de Marte,#dc955a
77YR 26/391,Macchiato Matutino,#c47536
80YR 13/325,Castaña Española,#965524
70YR 08/186,Bronce Talismán,#683e21
08YY 82/100,Damasco Limpio,#ffe3b6
87YR 67/204,Sidra de Naranja,#ffcd96
85YR 60/336,Infusión Terracota,#ffbc78
80YR 45/427,Naranja Folclore,#fc9f56
80YR 34/468,Mamón Escarchado,#e98941
80YR 31/508,Aroma de Madera,#e87f31
70YR 19/432,Moneda de Cobre,#ba6224
01YY 75/115,Mañana Luminosa,#ffdbad
99YR 63/283,Desfile Anaranjado,#ffc382
90YR 57/293,Toque de Damasco,#ffbc7c
84YR 46/409,Fantasía de Júpiter,#faa158
80YR 32/489,Rayas de Tigre,#e28333
75YR 27/487,Estallido de Azafrán,#d57326
75YR 18/393,Sueño Sevillano,#ad5c1d
21YY 84/128,Fulgor de Luz,#ffe7b2
16YY 76/189,Dejo de Durazno,#ffdb9e
05YY 72/254,Flor de Naranja,#ffd28f
90YR 54/440,Melón Anaranjado,#ffab5c
83YR 44/540,Mandarina,#ff9641
80YR 28/650,Licor de Naranja,#eb7500
80YR 20/488,Té de la India,#bf651f
11YY 79/170,Crepe de Naranja,#ffe0a5
11YY 74/263,Gengibre Cristalizado,#ffd88f
99YR 62/459,Villa Toscana,#ffc060
02YY 55/518,Citrus,#ffb14b
86YR 49/493,Abanico Marino,#ffa34e
78YR 39/576,Naranja Efímero,#ff8b2f
76YR 27/558,Polen de Lila,#db6e0e
30YY 81/123,Marfil Fresco,#ffe4b1
22YY 75/247,Amanecer Otoñal,#ffdb94
13YY 64/412,Sensación de Azafrán,#ffc569
97YR 54/511,Naranja Orgánica,#ffb14b
96YR 46/632,Pez Naranja,#ff9c1a
85YR 38/700,Naranja Explosivo,#ff8a00
01YY 36/694,Arenas de Marruecos,#ff8600
08YY 83/117,Toque de Melaza,#ffe6b4
10YY 78/188,Polvo de Durazno,#ffdba1
99YR 61/205,Terraplén,#f8c48d
90YR 46/346,Pasta de Maní,#eda661
90YR 41/472,Valencia,#f19a44
90YR 34/561,Gloria de la Cosecha,#eb8b25
90YR 31/605,Topacio Soleado,#e38011
10YY 74/192,Arena Fina,#ffd79c
11YY 68/269,Arcilla Sabia,#ffce88
09YY 59/325,Galleta de Caramelo,#ffbf73
00YY 49/387,Damasco,#f4aa59
00YY 41/475,Gota de Miel,#ed9a3c
90YR 34/468,Bronceado Dorado,#e38d39
90YR 19/487,Joya Barroca,#ba671e
14YY 83/075,Mañana Exuberante,#ffe7bd
11YY 78/136,Toque de Crème Brûlée,#ffdeab
10YY 72/200,Mandarina Blanca,#ffd69b
98YR 53/235,Melaza Oscura,#ebb47b
94YR 40/219,Azúcar Rubia,#cf9d6a
93YR 22/305,Deleite de Caramelo,#ab7238
10YY 09/200,Ocre Italiano,#70512d
17YY 79/105,Toque de Azúcar,#ffdfb1
10YY 72/172,Luz de Durazno,#ffd69f
10YY 65/285,Mousse de Mango,#ffc881
02YY 52/318,Dulce Nougat,#f3b36d
98YR 41/326,Miel de Crème Brûlée,#dc9d59
96YR 33/309,Árbol Otoñal,#c98e51
00YY 18/346,Ocre Profundo,#a06927
10YY 77/125,Durazno Cálido,#ffddab
17YY 68/203,Mousse de Galletita,#fed193
10YY 58/295,Topacio Claro,#f8be78
10YY 53/337,Trigo Dorado,#f3b66b
10YY 38/316,Fantasía de Arce,#d09a54
00YY 21/321,Cappuccino,#a57034
00YY 12/279,Cigarro Cubano,#845525
10YY 83/071,Durazno Blanco,#ffe6bc
10YY 69/130,Leche y Miel,#f9d1a1
14YY 63/272,Esencia de Oriente,#ffc982
09YY 45/402,Tallo de Gengibre,#eaa853
04YY 39/480,Gamuza Color Miel,#e49a32
99YR 23/456,Bazar Dorado,#b67515
00YY 15/371,Caramelo,#9d6025
24YY 82/118,Insinuación Dorada,#ffe5b3
20YY 67/216,Vara de Mimbre,#ffd291
20YY 65/285,Maíz Indio,#ffcb80
10YY 49/378,Dulce Miel,#f0af5b
10YY 35/543,Licor de Damasco,#de9424
10YY 21/500,Azteca,#bb761b
10YY 12/300,Safari Sombrío,#885d2d
22YY 80/211,Dilución de Azafrán,#ffe19e
19YY 71/323,Amanecer Norteño,#ffd580
25YY 57/441,Amarillo Glorioso,#ffbc56
10YY 50/469,Luna Agreste,#f9b04d
10YY 46/515,Carnaval,#f7a73d
04YY 39/638,Efecto Melaza,#f09300
00YY 26/520,Durazno Frágil,#cc7c1c
20YY 78/146,Goma de Mascar,#ffe0a9
27YY 78/255,Durazno con Chantilly,#ffdb93
07YY 54/510,Sensación de Mango,#ffb249
09YY 57/689,Fiesta,#ffb51f
05YY 42/727,Caléndula,#ff9a00
00YY 28/650,Ambar Dorado,#da8409
00YY 19/464,Marrón Indiano,#b16b1b
25YY 78/232,Vainilla Almendrada,#ffdd95
11YY 70/356,Calabacín,#ffd47c
12YY 61/523,Mango Tropical,#ffbe4a
25YY 50/592,Brillo de Fuego,#ffae35
06YY 49/797,Dios Sol,#ffab00
00YY 34/562,Zapallo,#e78d1d
00YY 23/557,Cobre Californiano,#cb780f
25YY 83/103,Trigo,#ffe6b5
22YY 80/211,Dilución de Azafrán,#ffe29e
25YY 70/365,Durazno Pálido,#ffd177
14YY 57/556,Chispazo de Topacio,#ffbc40
19YY 51/758,Explosión Estelar,#ffb200
11YY 38/694,Cálido Resplandor,#ee9900
10YY 27/600,Oro Holandés,#d58510
34YY 81/209,Amarillo Luminaria,#ffe4a0
25YY 79/240,Toque de Néctar,#ffdc93
25YY 62/353,Estrella Diurna,#ffc36b
13YY 60/475,Fresco Romano,#ffbf5a
05YY 52/658,Llama de Gas,#ffae1e
10YY 40/608,Aceite Vegetal,#f19d19
10YY 30/560,Hoja de Cobre,#d48a10
25YY 81/177,Crema de Maracuyá,#ffe1a1
35YY 78/269,Renacer,#ffe08e
33YY 74/360,Amanecer Damasco,#ffdd7d
30YY 70/455,Pera Madura,#ffd064
21YY 60/577,Del Sol,#ffbe41
20YY 34/700,Mostaza Especiada,#e19900
20YY 26/490,Mostaza en Grano,#bf8317
30YY 80/088,Playa,#ffe4b7
20YY 70/138,Lino Americano,#f9d4a1
20YY 64/171,Amarillo Dakota,#f4cc96
15YY 49/288,Gengibre Amarronado,#e3b26c
15YY 37/276,Suelo Luminoso,#cb9a5a
10YY 23/261,Yute Dorado,#a37841
20YY 12/263,Bronce Olímpico,#7b592b
44YY 87/118,Neblina de Verano,#ffeab5
39YY 74/175,Crema Musical,#fddb9e
40YY 67/196,Costa Soleada,#f4d192
36YY 59/230,Luz Oriental,#eac581
30YY 47/236,Arroz Dorado,#d9b272
30YY 35/249,Caqui Dorado,#bc9859
30YY 23/246,Campo Polvoriento,#9c7d43
25YY 85/108,Leche de Coco,#ffe7b1
40YY 83/150,Dulce de Coco,#ffe7ad
36YY 70/208,Nougat de Caramelo,#fbd695
30YY 64/331,Dorado Suave,#ffcf79
21YY 45/405,Caramelo Crocante,#e2aa4e
20YY 36/370,Oro Monárquico,#c99846
30YY 21/438,Bronce Antiguo,#a7781d
42YY 87/084,Blanco Arizona,#ffeabc
30YY 75/145,Blanco Macadamia,#ffdfa7
24YY 63/200,Nuez Moscada Tenue,#f3ca8e
30YY 63/231,Licor de Whisky,#f5cb88
20YY 51/306,Mantecado,#e8b56a
24YY 39/319,Licor de Nuez,#cc9e54
10YY 26/321,Almacén del Interior,#b3813d
39YY 86/135,Sensación Espacial,#ffedb7
30YY 77/169,Hilo Crema,#ffdda3
28YY 62/321,Mostaza Tenue,#f9c776
26YY 52/359,Cosecha de Heno,#ecb964
21YY 45/405,Caramelo Crocante,#e2aa4f
22YY 38/423,Suave Heno,#d59e3e
20YY 23/525,Henna,#bc8116
52YY 89/117,Luna de Miel,#ffebb8
40YY 83/129,Amarillo Bebé,#ffe7b1
30YY 69/216,Amarillo Luminoso,#ffd694
35YY 61/431,Hierba de Pradera,#fec55f
23YY 53/490,Arena Seductora,#f7b846
20YY 46/515,Oro del Cairo,#efae3a
20YY 32/494,Tesoro Escondido,#cc9121
50YY 83/171,Luz Costera,#ffe7a7
45YY 83/250,Mousse de Maracuyá,#ffe798
39YY 78/329,Sentimiento de Verano,#ffe086
25YY 61/452,Popurrí Veraniego,#ffc55b
23YY 44/541,Surfeando Dunas,#e6a729
25YY 38/510,Amor de Manzana,#d49b26
20YY 27/426,Tono Ganador,#b68325
39YY 85/156,Primera Luz,#ffe6ab
38YY 81/256,Enaltecer,#ffe092
34YY 71/404,Deleite de Resplandor,#ffd671
33YY 69/519,Dunas Deslumbrantes,#ffd456
22YY 59/694,Amanecer Azteca,#ffc10e
23YY 62/816,Oro Real,#ffc100
25YY 49/757,Sol Dorado,#ffb600
34YY 76/174,Reflejo de Luz Solar,#ffdea2
40YY 77/267,Panqueque,#ffdf91
37YY 78/312,Estrella Fugaz,#ffdd86
35YY 71/474,Día Dorado,#ffd459
22YY 57/627,Arenas de Barbados,#ffbe28
20YY 40/608,Brocado Rico,#e6a100
20YY 28/613,Cosecha Dorada,#d18d04
50YY 80/242,Linaza,#ffe495
43YY 74/339,Batido de Limón,#ffdc80
39YY 71/413,Sensación Estival,#ffd86e
35YY 59/533,Dorado Caliente,#fec140
30YY 46/608,Rescate del Rey,#ecb01e
30YY 33/613,Distrito Majestuoso,#d09700
24YY 28/384,Oliva Osado,#b2852d
58YY 88/180,Amarillo Suave,#ffeca9
54YY 85/291,Sol Celestial,#ffe992
45YY 71/426,Rayo de Luz,#ffd869
45YY 66/512,Amarillo Esencial,#ffd456
40YY 49/546,Curry Dorado,#ebb736
40YY 41/603,Oro Bizantino,#d6a508
40YY 34/446,Guirnalda Dorada,#c2972f
45YY 83/156,Perla Cultivada,#ffe8ab
40YY 75/216,Orión,#ffdd98
50YY 75/254,Amarillo de Mayo,#ffde90
45YY 65/334,Soneto Portugués,#f7ce74
45YY 61/368,Amarillo Victoriano,#f4ca69
40YY 49/408,Triple Corona,#e4b754
34YY 31/502,Fantasía Oliva,#be9216
65YY 89/088,Luna Resplandeciente,#ffefbf
50YY 77/173,Crema de Boston,#ffe3a5
45YY 63/251,Verde Italiano,#f0ce84
41YY 53/306,Verde Mañana,#e1bd6d
45YY 51/365,Verde Escocés,#dfb95f
37YY 39/443,Aceite de Mostaza,#cca139
44YY 23/330,Oliva Deliciosa,#9a7e2f
52YY 83/223,Jugo de Limón,#ffe89f
51YY 78/444,Inyección de Sol,#ffe46f
43YY 71/540,Deleite Estelar,#ffdb54
40YY 69/666,Botón de Oro,#ffd72b
34YY 61/672,Sublime Luz Solar,#ffc91a
34YY 55/802,Pascua Glamorosa,#ffbf00
30YY 41/700,Azafrán Indio,#e6a600
64YY 84/180,Fin de Semana Estival,#ffeaaa
48YY 80/346,Corriente Estival,#ffe683
45YY 77/424,Soleado,#ffe070
43YY 69/543,Tulipán de Mayo,#ffd351
40YY 58/565,Verde Sueco,#f7c237
39YY 52/691,Juego de Abejorros,#f1b900
37YY 38/594,Mañana en el Bosque,#cfa100
53YY 83/348,Cidro Helado,#ffe683
45YY 73/519,Rosa Amarilla,#ffdc58
43YY 65/687,Limón Ardiente,#ffd30f
45YY 65/710,Amarillo Festival,#ffd206
42YY 64/745,Pimienta Cítrica,#ffcd00
34YY 55/802,Pascua Glamorosa,#ffbe00
40YY 46/587,Tiara,#e4af16
62YY 86/253,Flash Fotográfico,#ffec9c
62YY 83/382,Luz Astral,#ffeb81
48YY 73/573,Estallido Estelar,#ffdf4c
52YY 72/661,Amarillo Arco Iris,#ffdf35
45YY 62/805,Curry,#ffcc00
40YY 64/903,Estrella Ardiente,#ffd100
37YY 61/867,Amarillo Omega,#ffcb00
66YY 85/231,Luna de Agosto,#ffec9f
60YY 79/367,Brisa de Primevera,#ffe37a
62YY 78/618,Sabor Limón,#ffe84c
54YY 69/747,Limón Verde,#ffd800
51YY 61/792,Césped Mostaza,#f9d100
60YY 62/755,Sol de Primavera,#f6ce00
60YY 48/748,Drama Rústico,#e0ba00
60YY 83/156,Mariposa de Verano,#ffe7aa
60YY 77/332,Crucero del Sur,#ffe182
49YY 69/406,Mousse de Limón,#ffd870
50YY 65/454,Campana,#fed360
50YY 60/538,Artilugio,#f5ca44
50YY 51/519,Brote de caña,#e4bc3e
50YY 37/519,Fuente Frutal,#c1a223
66YY 83/272,Jalea de Hierbabuena,#ffec97
70YY 79/407,Luz Vaga,#ffe676
65YY 70/540,Mordida de Cobra,#fadd53
60YY 65/669,Periquito,#f7d51e
60YY 55/504,Explosión Cítrica,#e1c244
60YY 47/608,Twist & Shout,#d3b61a
60YY 28/443,Verde Cidro,#a68d23
60YY 83/187,Amarillo Delicado,#ffe8a4
60YY 80/288,Amarillo Refinado,#ffe68f
60YY 71/409,Amarillo Vibrante,#fedc6e
60YY 69/583,Amarillo Fantasía,#fdd840
50YY 53/687,Estallido de Azufre,#e9c200
60YY 39/654,Capín,#ceae06
60YY 34/461,Prímula Cromo,#b79d2c
90YY 83/107,Blanco Yuca,#fee9b5
70YY 75/124,Chardonnay,#f5dda8
70YY 70/209,Meditación Moderna,#f1d993
70YY 66/265,Sauce Joven,#ecd484
70YY 55/299,Liquen Suave,#d9c271
70YY 37/296,Hoja de Olivo,#b4a458
62YY 27/282,Ensalada de Palta,#9a8b42
70YY 83/150,Luna de Diciembre,#ffeaad
60YY 72/225,Escarcha Dorada,#f7d991
50YY 62/309,Verde Matinal,#f1cc79
49YY 54/251,Verde Toscana,#dfbf79
49YY 46/310,Pera Deliciosa,#cdb05f
53YY 26/275,Alga Verde,#9e8741
48YY 12/177,Verde Tapenade,#69592b
87YY 85/110,Toque de Bosque,#ffecb9
63YY 79/219,Kiwi Amarillo,#ffe69e
70YY 73/288,Brillo de Vela,#fbe088
70YY 63/326,Madera de Sauce,#e6d075
70YY 50/383,Shakespeare,#d1bc57
61YY 39/443,Verde Soja,#bca83a
70YY 21/335,Musgo Seco,#8b7c2e
68YY 83/339,Sensación Matinal,#ffed8c
65YY 72/399,Toque de Manzana,#f9df73
65YY 68/572,Foco de Luz,#f4da48
67YY 51/608,Pasto de Verano,#d3c222
64YY 38/505,Edén Vigoroso,#b6a71f
70YY 27/418,Jardín Colgante,#9c8c2c
68YY 16/179,Árbol Glamoroso,#726839
85YY 86/166,Menta Fresca,#fff0b1
80YY 75/423,Césped Soleado,#f8e477
70YY 66/510,Condimentado,#f1da54
66YY 61/648,Futurista,#e6d32b
63YY 53/710,Banana Verde,#dec500
70YY 53/638,Verde Cítrico,#d4c422
65YY 27/444,Sensación de Palmeras,#9b8e1a
91YY 82/235,Nuevo Rocío,#faeca1
90YY 78/334,Florecer de Septiembre,#f4ea8a
82YY 74/446,Lechuga Romana,#f0e66e
75YY 55/509,Jardín de Fantasía,#d3c943
77YY 52/604,Gelatina de Lima,#cac824
77YY 47/629,Plumaje de Loro,#bfc008
76YY 39/616,Zucchini Sabroso,#afb000
86YY 77/295,Césped Limón,#f5e68c
90YY 69/419,Primavera,#e6df6e
89YY 62/494,Vértigo,#d8d857
93YY 52/598,Lima Exuberante,#bcca31
92YY 46/608,Locura de Mojito,#b1c023
91YY 40/628,Alma de la Naturaleza,#a3b600
87YY 26/456,Salto de Duende,#869016
91YY 82/235,Nuevo Rocío,#fbeda1
92YY 69/401,Creación Primaveral,#e4de73
88YY 66/447,Uva Verde,#e0db63
92YY 59/547,Jugo de Melón,#cdd34b
92YY 51/593,Tallo de Apio,#bec931
88YY 38/530,Césped de Tenis,#a4ae27
91YY 23/374,Arboleda Sagrada,#7d8522
83YY 80/186,Toque de Cardamomo,#fde8a6
89YY 78/269,Toque de Limón,#f5e691
88YY 71/380,Verde Griego,#eae076
90YY 58/424,Luz Oxídrica,#d6cd62
90YY 48/500,Manzana Inglesa,#bfbf43
76YY 27/439,Dique de Nutrias,#93901d
77YY 19/297,Fantástico Follaje,#797527
85YY 89/109,Toque de Helechos,#fff0bd
90YY 83/179,Deshielo Primaveral,#feeaa8
90YY 62/264,Paquete de Repollo,#dccf80
90YY 54/254,Chucrut,#c9c579
95YY 39/329,Sensación de Pinos,#a8ac56
87YY 27/274,Verde Vertiginoso,#8e8d45
90YY 15/279,Hojas de Otoño,#716b32
83YY 72/129,Fantasía Caqui,#eedca5
90YY 67/117,Gotas de Mar,#e5d4a1
90YY 52/138,Hoja de Mate,#cbbd8a
90YY 35/169,Pinos del Pacífico,#aa9f6b
79YY 27/188,Verde Salón,#938a54
90YY 13/177,Verde Plantación,#655f33
90YY 07/093,Estragón,#4a442d
00GY 80/069,Césped Creciente,#fae7bd
19GY 65/110,Caqui Pasional,#dbd4a4
13GY 52/120,Brote de Trébol,#c3bf8f
10GY 39/136,Mousse de Oliva,#aba678
10GY 29/158,Floresta de Pinos,#939163
10GY 20/179,Verde Artesano,#7c7b4c
10GY 14/135,Hoja de Laurel,#666541
99YY 82/124,Paraíso,#fbebb5
94YY 67/164,Pera Jugosa,#e1d69b
96YY 53/200,Caminata de Montaña,#c8c182
08GY 36/175,Bosque Melancólico,#9f9f6b
08GY 26/190,Verde Cabaña,#858b54
18GY 18/160,Selva Brasileña,#6b7145
14GY 12/129,Selva Magnífica,#565a36
85YY 89/109,Toque de Helechos,#fff1bd
90YY 83/143,Florecer Primaveral,#ffecb2
90YY 72/225,Vida de Campo,#efdd93
90YY 48/255,Planicie del Serengueti,#c2ba72
90YY 35/304,Tallo de Rosa,#a7a053
90YY 21/371,Adorno,#83812f
87YY 13/208,Sensación Camuflaje,#605f29
10GY 83/100,Agua de Manantial,#f8e8b5
10GY 83/150,Bruma de la Pradera,#f6eaae
10GY 71/180,Capín Limón,#e6dc9d
10GY 54/238,Tímido Florecer,#c2c17d
10GY 40/296,Jaspe Precioso,#a8ac5f
10GY 21/375,Verde Calipso,#74822e
30GY 09/171,Aguas Profundas,#47532f
10GY 79/231,Floresta del Norte,#eee99d
10GY 74/325,Windsurf,#e1e488
10GY 52/541,Hoja de Palmera,#b3cc46
10GY 41/600,Campos Irlandeses,#98b82d
20GY 39/466,Prados,#92b147
21GY 28/472,Bruja Malvada,#70992a
42GY 09/205,Selva del Congo,#43552a
10GY 86/138,Verde Langosta Suave,#fcefb6
09GY 80/324,Jardín Paradisíaco,#eded92
10GY 61/449,Toque de Kiwi,#c3d661
16GY 54/615,Campo de Golf,#a5ce39
20GY 37/537,Lima Adorable,#84b22d
21GY 25/379,Verde Acelga,#708e34
30GY 16/343,Sierra del Mar,#5b772c
17GY 81/205,Praderas Brumosas,#f0eca7
26GY 68/322,Sensación de Menta,#cedf87
30GY 62/344,Fiesta Primaveral,#c0d87d
30GY 58/375,Margarita,#b5d071
33GY 46/469,Hierba Primaveral,#97c457
40GY 18/372,Menta Matinal,#497b23
59GY 12/239,Lluvia Tropical,#3a5e2a
24GY 85/110,Rocío Invernal,#faeeb8
30GY 83/150,Lago Espejado,#f2edb1
30GY 75/251,Trufa de Hierbabuena,#e2e99c
32GY 51/432,Dulce Hoja,#a5ca62
30GY 40/531,Verde Sintético,#84b73e
